settlement_period,price,asset,action,power_mw,soc,reserved_capacity_pct
13,-1.68,Battery_3,hold,0.0,73.6,30.0
13,-1.68,Battery_4,hold,0.0,73.6,30.0
13,-1.68,Battery_5,hold,0.0,73.6,30.0
14,-4.25,Battery_1,hold,0.0,81.2,50.0
14,-4.25,Battery_2,hold,0.0,73.6,30.0
14,-4.25,Battery_3,hold,0.0,73.6,30.0
14,-4.25,Battery_4,hold,0.0,73.6,30.0
14,-4.25,Battery_5,hold,0.0,73.6,30.0
15,7.59,Battery_1,hold,0.0,81.2,50.0
15,7.59,Battery_2,hold,0.0,73.6,30.0
15,7.59,Battery_3,hold,0.0,73.6,30.0
15,7.59,Battery_4,hold,0.0,73.6,30.0
15,7.59,Battery_5,hold,0.0,73.6,30.0
16,11.74,Battery_1,hold,0.0,81.2,50.0
16,11.74,Battery_2,hold,0.0,73.6,30.0
16,11.74,Battery_3,hold,0.0,73.6,30.0
16,11.74,Battery_4,hold,0.0,73.6,30.0
16,11.74,Battery_5,hold,0.0,73.6,30.0
17,11.08,Battery_1,hold,0.0,81.2,50.0
17,11.08,Battery_2,hold,0.0,73.6,30.0
17,11.08,Battery_3,hold,0.0,73.6,30.0
17,11.08,Battery_4,hold,0.0,73.6,30.0
17,11.08,Battery_5,hold,0.0,73.6,30.0
18,11.93,Battery_1,hold,0.0,81.2,50.0
18,11.93,Battery_2,hold,0.0,73.6,30.0
18,11.93,Battery_3,hold,0.0,73.6,30.0
18,11.93,Battery_4,hold,0.0,73.6,30.0
18,11.93,Battery_5,hold,0.0,73.6,30.0
19,-1.59,Battery_1,hold,0.0,81.2,50.0
19,-1.59,Battery_2,hold,0.0,73.6,30.0
19,-1.59,Battery_3,hold,0.0,73.6,30.0
19,-1.59,Battery_4,hold,0.0,73.6,30.0
19,-1.59,Battery_5,hold,0.0,73.6,30.0
20,-3.19,Battery_1,hold,0.0,81.2,50.0
20,-3.19,Battery_2,hold,0.0,73.6,30.0
20,-3.19,Battery_3,hold,0.0,73.6,30.0
20,-3.19,Battery_4,hold,0.0,73.6,30.0
20,-3.19,Battery_5,hold,0.0,73.6,30.0
21,-5.16,Battery_1,hold,0.0,81.2,50.0
21,-5.16,Battery_2,hold,0.0,73.6,30.0
21,-5.16,Battery_3,hold,0.0,73.6,30.0
21,-5.16,Battery_4,hold,0.0,73.6,30.0
21,-5.16,Battery_5,hold,0.0,73.6,30.0
22,-6.73,Battery_1,hold,0.0,81.2,50.0
22,-6.73,Battery_2,hold,0.0,73.6,30.0
22,-6.73,Battery_3,hold,0.0,73.6,30.0
22,-6.73,Battery_4,hold,0.0,73.6,30.0
22,-6.73,Battery_5,hold,0.0,73.6,30.0
23,-15.8,Battery_1,charge,1.94,85.6,50.0
23,-15.8,Battery_2,charge,17.5,81.5,30.0
23,-15.8,Battery_3,charge,35.0,81.5,30.0
23,-15.8,Battery_4,charge,14.0,81.5,30.0
23,-15.8,Battery_5,charge,28.0,81.5,30.0
24,-16.49,Battery_1,charge,0.97,87.8,50.0
24,-16.49,Battery_2,charge,13.22,87.5,30.0
24,-16.49,Battery_3,charge,26.44,87.5,30.0
24,-16.49,Battery_4,charge,10.58,87.4,30.0
24,-16.49,Battery_5,charge,21.16,87.4,30.0
25,-14.81,Battery_1,charge,0.49,88.9,50.0
25,-14.81,Battery_2,charge,3.97,89.2,30.0
25,-14.81,Battery_3,charge,7.93,89.2,30.0
25,-14.81,Battery_4,charge,3.17,89.2,30.0
25,-14.81,Battery_5,charge,6.35,89.2,30.0
26,-16.0,Battery_1,charge,0.24,89.5,50.0
26,-16.0,Battery_2,charge,1.19,89.8,30.0
26,-16.0,Battery_3,charge,2.38,89.8,30.0
26,-16.0,Battery_4,charge,0.95,89.8,30.0
26,-16.0,Battery_5,charge,1.9,89.8,30.0
27,-14.15,Battery_1,charge,0.12,89.7,50.0
27,-14.15,Battery_2,charge,0.36,89.9,30.0
27,-14.15,Battery_3,charge,0.71,89.9,30.0
27,-14.15,Battery_4,charge,0.29,89.9,30.0
27,-14.15,Battery_5,charge,0.57,89.9,30.0
28,-15.36,Battery_1,charge,0.06,89.9,50.0
28,-15.36,Battery_2,charge,0.11,90.0,30.0
28,-15.36,Battery_3,charge,0.21,90.0,30.0
28,-15.36,Battery_4,charge,0.09,90.0,30.0
28,-15.36,Battery_5,charge,0.17,90.0,30.0
29,-11.43,Battery_1,charge,0.03,89.9,50.0
29,-11.43,Battery_2,charge,0.03,90.0,30.0
29,-11.43,Battery_3,charge,0.06,90.0,30.0
29,-11.43,Battery_4,charge,0.03,90.0,30.0
29,-11.43,Battery_5,charge,0.05,90.0,30.0
30,-3.86,Battery_1,hold,0.0,89.9,50.0
30,-3.86,Battery_2,hold,0.0,90.0,30.0
30,-3.86,Battery_3,hold,0.0,90.0,30.0
30,-3.86,Battery_4,hold,0.0,90.0,30.0
30,-3.86,Battery_5,hold,0.0,90.0,30.0
31,6.63,Battery_1,hold,0.0,89.9,50.0
31,6.63,Battery_2,hold,0.0,90.0,30.0
31,6.63,Battery_3,hold,0.0,90.0,30.0
31,6.63,Battery_4,hold,0.0,90.0,30.0
31,6.63,Battery_5,hold,0.0,90.0,30.0
32,6.05,Battery_1,hold,0.0,89.9,50.0
32,6.05,Battery_2,hold,0.0,90.0,30.0
32,6.05,Battery_3,hold,0.0,90.0,30.0
32,6.05,Battery_4,hold,0.0,90.0,30.0
32,6.05,Battery_5,hold,0.0,90.0,30.0
33,13.56,Battery_1,hold,0.0,89.9,50.0
33,13.56,Battery_2,hold,0.0,90.0,30.0
33,13.56,Battery_3,hold,0.0,90.0,30.0
33,13.56,Battery_4,hold,0.0,90.0,30.0
33,13.56,Battery_5,hold,0.0,90.0,30.0
34,16.48,Battery_1,discharge,5.0,76.0,50.0
34,16.48,Battery_2,discharge,17.5,80.3,30.0
34,16.48,Battery_3,discharge,35.0,80.3,30.0
34,16.48,Battery_4,discharge,14.0,80.3,30.0
34,16.48,Battery_5,discharge,28.0,80.3,30.0
35,9.55,Battery_1,hold,0.0,76.0,50.0
35,9.55,Battery_2,hold,0.0,80.3,30.0
35,9.55,Battery_3,hold,0.0,80.3,30.0
35,9.55,Battery_4,hold,0.0,80.3,30.0
35,9.55,Battery_5,hold,0.0,80.3,30.0
36,17.72,Battery_1,discharge,5.0,62.2,50.0
36,17.72,Battery_2,discharge,17.5,70.5,30.0
36,17.72,Battery_3,discharge,35.0,70.5,30.0
36,17.72,Battery_4,discharge,14.0,70.5,30.0
36,17.72,Battery_5,discharge,28.0,70.5,30.0
37,18.2,Battery_1,discharge,5.0,48.3,50.0
37,18.2,Battery_2,discharge,17.5,60.8,30.0
37,18.2,Battery_3,discharge,35.0,60.8,30.0
37,18.2,Battery_4,discharge,14.0,60.8,30.0
37,18.2,Battery_5,discharge,28.0,60.8,30.0
38,19.47,Battery_1,discharge,5.0,34.4,50.0
38,19.47,Battery_2,discharge,17.5,51.1,30.0
38,19.47,Battery_3,discharge,35.0,51.1,30.0
38,19.47,Battery_4,discharge,14.0,51.1,30.0
38,19.47,Battery_5,discharge,28.0,51.1,30.0
39,29.55,Battery_1,discharge,4.39,22.2,50.0
39,29.55,Battery_2,discharge,17.5,41.4,30.0
39,29.55,Battery_3,discharge,35.0,41.4,30.0
39,29.55,Battery_4,discharge,14.0,41.4,30.0
39,29.55,Battery_5,discharge,28.0,41.4,30.0
40,30.66,Battery_1,discharge,2.19,16.1,50.0
40,30.66,Battery_2,discharge,17.5,31.7,30.0
40,30.66,Battery_3,discharge,35.0,31.7,30.0
40,30.66,Battery_4,discharge,14.0,31.7,30.0
40,30.66,Battery_5,discharge,28.0,31.7,30.0
41,35.56,Battery_1,discharge,1.1,13.0,50.0
41,35.56,Battery_2,discharge,17.5,21.9,30.0
41,35.56,Battery_3,discharge,35.0,21.9,30.0
41,35.56,Battery_4,discharge,14.0,21.9,30.0
41,35.56,Battery_5,discharge,28.0,21.9,30.0
42,29.79,Battery_1,discharge,0.55,11.5,50.0
42,29.79,Battery_2,discharge,15.04,13.6,30.0
42,29.79,Battery_3,discharge,30.08,13.6,30.0
42,29.79,Battery_4,discharge,12.03,13.6,30.0
42,29.79,Battery_5,discharge,24.07,13.6,30.0
43,30.96,Battery_1,discharge,0.27,10.8,50.0
43,30.96,Battery_2,discharge,4.51,11.1,30.0
43,30.96,Battery_3,discharge,9.03,11.1,30.0
43,30.96,Battery_4,discharge,3.61,11.1,30.0
43,30.96,Battery_5,discharge,7.22,11.1,30.0
44,16.3,Battery_1,hold,0.0,10.8,50.0
44,16.3,Battery_2,hold,0.0,11.1,30.0
44,16.3,Battery_3,hold,0.0,11.1,30.0
44,16.3,Battery_4,hold,0.0,11.1,30.0
44,16.3,Battery_5,hold,0.0,11.1,30.0
45,19.68,Battery_1,discharge,0.14,10.4,50.0
45,19.68,Battery_2,discharge,1.35,10.3,30.0
45,19.68,Battery_3,discharge,2.71,10.3,30.0
45,19.68,Battery_4,discharge,1.08,10.3,30.0
45,19.68,Battery_5,discharge,2.17,10.3,30.0
46,10.26,Battery_1,hold,0.0,10.4,50.0
46,10.26,Battery_2,hold,0.0,10.3,30.0
46,10.26,Battery_3,hold,0.0,10.3,30.0
46,10.26,Battery_4,hold,0.0,10.3,30.0
46,10.26,Battery_5,hold,0.0,10.3,30.0
47,9.57,Battery_1,hold,0.0,10.4,50.0
47,9.57,Battery_2,hold,0.0,10.3,30.0
47,9.57,Battery_3,hold,0.0,10.3,30.0
47,9.57,Battery_4,hold,0.0,10.3,30.0
47,9.57,Battery_5,hold,0.0,10.3,30.0
48,14.23,Battery_1,hold,0.0,10.4,50.0
48,14.23,Battery_2,hold,0.0,10.3,30.0
48,14.23,Battery_3,hold,0.0,10.3,30.0
48,14.23,Battery_4,hold,0.0,10.3,30.0
48,14.23,Battery_5,hold,0.0,10.3,30.0
